Co,County Name,AEA,Dist,Bldg,District Name,Building Name,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Building Total,Hispanic Male,Hispanic Female,Hispanic Total,Native American Male,Native American Female,Native American Total,Asian Male,Asian Female,Asian Total,Black Male,Black Female,Black Total,Pacific Islander Male,Pacific Islander Female,Pacific Islander Total,White Male,White Female,White Total,Multi-Race Male,Multi-Race Female,Multi-Race Total,Total Male,Total Female
97,Woodbury,12,5877,0803,Sergeant Bluff-Luton,Building Blocks,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,13,12
97,Woodbury,12,5877,0804,Sergeant Bluff-Luton,Happy Tots Preschool,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,0,3,3,7,16
93,Wayne,15,5895,0109,Seymour,Seymour High School,0,0,0,0,0,0,0,0,15,19,16,12,17,16,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,53,92,2,1,3,41,54
93,Wayne,15,5895,0427,Seymour,Seymour Elementary School,24,21,17,18,20,19,17,19,0,0,0,0,0,0,155,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,75,152,1,1,2,78,77
35,Franklin,07,5922,0109,West Fork CSD,West Fork High School,0,0,0,0,0,0,0,0,0,0,54,64,56,60,234,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,118,112,230,0,0,0,118,116
17,Cerro Gordo,07,5922,0209,West Fork CSD,West Fork Middle School,0,0,0,0,0,0,41,52,55,49,0,0,0,0,197,3,1,4,1,0,1,0,0,0,1,1,2,0,1,1,95,92,187,0,2,2,100,97
17,Cerro Gordo,07,5922,0409,West Fork CSD,West Fork Elementary at Rockwell,17,21,18,22,21,50,0,0,0,0,0,0,0,0,149,1,0,1,1,0,1,0,0,0,0,3,3,0,0,0,73,71,144,0,0,0,75,74
35,Franklin,07,5922,0418,West Fork CSD,West Fork  Elementary Sheffield,25,42,30,22,22,0,0,0,0,0,0,0,0,0,141,3,1,4,1,1,2,0,1,1,1,2,3,0,0,0,72,55,127,2,2,4,79,62
71,O'Brien,12,5949,0109,Sheldon,Sheldon High School,0,0,0,0,0,0,0,0,0,0,74,79,76,79,308,11,10,21,0,0,0,2,3,5,0,1,1,0,0,0,137,136,273,4,4,8,154,154
71,O'Brien,12,5949,0209,Sheldon,Sheldon Middle School,0,0,0,0,0,0,50,75,78,72,0,0,0,0,275,17,8,25,2,2,4,3,0,3,2,2,4,0,0,0,127,112,239,0,0,0,151,124
71,O'Brien,12,5949,0436,Sheldon,East Elementary School,6,99,68,72,70,73,0,0,0,0,0,0,0,0,388,34,28,62,2,4,6,7,1,8,7,2,9,0,0,0,171,132,303,0,0,0,221,167
71,O'Brien,12,5949,0801,Sheldon,Children's World,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,13,18,31,0,0,0,15,20
71,O'Brien,12,5949,0806,Sheldon,Head Start,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,6,1,0,1,0,0,0,0,1,1,0,0,0,1,2,3,0,0,0,6,5
71,O'Brien,12,5949,0811,Sheldon,Noah's Ark,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,10,22,0,0,0,13,10
71,O'Brien,12,5949,0821,Sheldon,St. Patrick's,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,2,4
73,Page,13,5976,0109,Shenandoah,Shenandoah High School,0,0,0,0,0,0,0,0,0,0,88,81,78,76,323,8,13,21,0,3,3,2,1,3,0,1,1,0,0,0,153,142,295,0,0,0,163,160
73,Page,13,5976,0209,Shenandoah,Shenandoah Middle School,0,0,0,0,0,0,74,69,80,83,0,0,0,0,306,10,15,25,0,1,1,1,1,2,0,1,1,0,0,0,135,141,276,0,1,1,146,160
73,Page,13,5976,0409,Shenandoah,Shenandoah Elementary School,36,70,69,70,76,74,0,0,0,0,0,0,0,0,395,12,6,18,1,0,1,1,2,3,1,3,4,0,1,1,207,145,352,7,9,16,229,166
72,Osceola,12,5994,0109,Sibley-Ocheyedan,Sibley-Ocheyedan High School,0,0,0,0,0,0,0,0,0,0,62,46,60,45,213,12,9,21,1,0,1,2,3,5,0,0,0,0,0,0,98,88,186,0,0,0,113,100
72,Osceola,12,5994,0209,Sibley-Ocheyedan,Sibley-Ocheyedan Middle School,0,0,0,0,0,0,52,47,68,62,0,0,0,0,229,9,14,23,0,0,0,0,3,3,2,0,2,0,0,0,107,92,199,1,1,2,119,110
72,Osceola,12,5994,0418,Sibley-Ocheyedan,Sibley Ocheyedan Elementary School,44,69,69,65,57,67,0,0,0,0,0,0,0,0,371,34,23,57,0,0,0,0,1,1,1,2,3,0,0,0,164,145,309,1,0,1,200,171
36,Fremont,13,6003,0109,Sidney,Sidney High School,0,0,0,0,0,0,0,30,25,42,28,22,28,35,210,9,6,15,0,0,0,0,1,1,0,1,1,0,0,0,101,91,192,0,1,1,110,100
36,Fremont,13,6003,0409,Sidney,Sidney Elementary School,35,30,21,27,20,27,28,0,0,0,0,0,0,0,188,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,92,83,175,2,2,4,98,90
54,Keokuk,15,6012,0109,Sigourney,Sigourney Jr-Sr High Sch,0,0,0,0,0,0,0,0,44,36,38,41,43,42,244,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,124,113,237,2,1,3,128,116
54,Keokuk,15,6012,0409,Sigourney,Sigourney Elementary,19,49,32,42,43,41,40,41,0,0,0,0,0,0,307,1,1,2,0,0,0,1,1,2,5,2,7,0,0,0,170,126,296,0,0,0,177,130
84,Sioux,12,6030,0109,Sioux Center,Sioux Center High School,0,0,0,0,0,0,0,0,0,0,64,87,70,72,293,24,23,47,1,2,3,4,5,9,0,0,0,0,0,0,114,113,227,3,4,7,146,147
84,Sioux,12,6030,0209,Sioux Center,Sioux Center Middle School,0,0,0,0,0,0,82,78,85,77,0,0,0,0,322,38,33,71,0,3,3,2,0,2,0,0,0,0,0,0,122,120,242,1,3,4,163,159
84,Sioux,12,6030,0409,Sioux Center,Kinsey Elementary School,15,126,99,88,74,74,0,0,0,0,0,0,0,0,476,79,80,159,2,3,5,2,3,5,4,2,6,0,0,0,157,139,296,4,1,5,248,228
11,Buena Vista,05,6035,0109,Sioux Central,Sioux Central High,0,0,0,0,0,0,0,0,0,0,56,55,67,47,225,9,5,14,0,0,0,2,1,3,0,0,0,0,0,0,111,97,208,0,0,0,122,103
11,Buena Vista,05,6035,0209,Sioux Central,Sioux Central Elementary School,48,50,42,44,32,38,36,0,0,0,0,0,0,0,290,15,21,36,0,0,0,1,1,2,0,0,0,0,0,0,139,107,246,6,0,6,161,129
11,Buena Vista,05,6035,0218,Sioux Central,Sioux Central Middle School,0,0,0,0,0,0,0,36,61,55,0,0,0,0,152,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,77,62,139,1,1,2,83,69
97,Woodbury,12,6039,0000,Sioux City,Sioux City Comm School District,0,0,0,0,0,0,1,3,8,5,10,13,18,4,62,4,1,5,1,0,1,0,0,0,2,0,2,0,0,0,33,21,54,0,0,0,40,22
97,Woodbury,12,6039,0118,Sioux City,East High School,0,0,0,0,0,0,0,0,0,0,376,318,294,338,"1,326",127,105,232,14,8,22,11,23,34,15,12,27,0,0,0,499,499,998,6,7,13,672,654
97,Woodbury,12,6039,0136,Sioux City,North High School,0,0,0,0,0,0,0,0,0,1,369,373,291,321,"1,355",230,224,454,25,31,56,44,39,83,32,35,67,3,2,5,367,308,675,10,5,15,711,644
97,Woodbury,12,6039,0145,Sioux City,West High School,0,0,0,0,0,0,0,0,0,0,291,289,310,283,"1,173",172,167,339,19,20,39,27,26,53,39,39,78,2,3,5,351,303,654,2,3,5,612,561
97,Woodbury,12,6039,0209,Sioux City,East Middle School,0,0,0,0,0,0,0,336,343,361,3,1,0,0,"1,044",106,96,202,15,8,23,13,12,25,17,11,28,2,1,3,404,341,745,10,8,18,567,477
97,Woodbury,12,6039,0220,Sioux City,North Middle School,0,0,0,0,0,0,0,348,359,327,0,0,0,0,"1,034",206,179,385,22,24,46,27,25,52,34,39,73,4,4,8,230,215,445,12,13,25,535,499
97,Woodbury,12,6039,0227,Sioux City,West Middle School,0,0,0,0,0,0,0,303,310,302,1,0,0,4,920,150,140,290,27,24,51,16,20,36,26,30,56,4,1,5,241,224,465,8,9,17,472,448
97,Woodbury,12,6039,0418,Sioux City,Bryant Elementary School,0,76,92,75,61,82,77,0,0,0,0,0,0,0,463,73,56,129,10,7,17,8,4,12,7,7,14,0,0,0,143,123,266,15,10,25,256,207
97,Woodbury,12,6039,0427,Sioux City,Clark Elementary School,0,66,49,42,53,45,41,0,0,0,0,0,0,0,296,6,5,11,1,0,1,2,3,5,2,2,4,1,0,1,139,121,260,8,6,14,159,137
97,Woodbury,12,6039,0445,Sioux City,Crescent Park Elementary School,0,42,37,37,35,40,41,0,0,0,0,0,0,0,232,33,36,69,5,0,5,8,8,16,1,3,4,1,2,3,69,60,129,0,6,6,117,115
97,Woodbury,12,6039,0454,Sioux City,Emerson Elementary School,0,42,34,35,41,29,35,0,0,0,0,0,0,0,216,41,31,72,3,10,13,0,3,3,13,5,18,0,0,0,50,41,91,9,10,19,116,100
97,Woodbury,12,6039,0517,Sioux City,Hunt Elementary School,0,72,61,51,43,28,37,0,0,0,0,0,0,0,292,68,81,149,12,13,25,7,6,13,15,18,33,1,3,4,30,33,63,1,4,5,134,158
97,Woodbury,12,6039,0526,Sioux City,Irving Elementary School,0,126,106,108,114,111,94,0,0,0,0,0,0,0,659,232,218,450,19,22,41,23,20,43,25,12,37,2,1,3,34,27,61,8,16,24,343,316
97,Woodbury,12,6039,0528,Sioux City,Irving Preschool,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,4,9,2,1,3,1,1,2,1,0,1,0,0,0,9,4,13,1,1,2,19,11
97,Woodbury,12,6039,0539,Sioux City,Leeds Elementary School,30,113,96,88,121,98,79,0,0,0,0,0,0,0,625,72,64,136,9,5,14,16,10,26,12,14,26,2,0,2,205,182,387,20,14,34,336,289
97,Woodbury,12,6039,0542,Sioux City,Liberty Elementary School,0,152,138,112,123,128,115,0,0,0,0,0,0,0,768,217,175,392,34,36,70,13,16,29,26,36,62,4,4,8,97,87,184,13,10,23,404,364
97,Woodbury,12,6039,0544,Sioux City,Lincoln Elementary School,0,66,37,43,58,39,38,0,0,0,0,0,0,0,281,13,8,21,0,0,0,0,4,4,6,3,9,1,0,1,120,123,243,2,1,3,142,139
97,Woodbury,12,6039,0573,Sioux City,Nodland Elementary School,0,84,79,75,2,0,0,0,0,0,0,0,0,0,240,10,3,13,1,1,2,2,1,3,1,2,3,0,0,0,99,112,211,5,3,8,118,122
97,Woodbury,12,6039,0580,Sioux City,Riverside Elementary School,63,48,54,41,62,46,41,0,0,0,0,0,0,0,355,27,39,66,3,2,5,0,2,2,5,5,10,2,0,2,138,120,258,6,6,12,181,174
97,Woodbury,12,6039,0589,Sioux City,Roosevelt Elementary School,0,47,44,35,35,33,55,0,0,0,0,0,0,0,249,42,72,114,3,4,7,5,4,9,12,12,24,0,0,0,47,42,89,4,2,6,113,136
97,Woodbury,12,6039,0601,Sioux City,Spalding Park Elementary,0,107,113,99,82,100,98,0,0,0,0,0,0,0,599,49,54,103,6,6,12,5,4,9,11,9,20,0,0,0,216,216,432,14,9,23,301,298
97,Woodbury,12,6039,0607,Sioux City,Sunnyside Elementary School,0,0,0,0,85,64,78,0,0,0,0,0,0,0,227,4,5,9,3,1,4,1,3,4,2,0,2,0,1,1,101,99,200,6,1,7,117,110
97,Woodbury,12,6039,0612,Sioux City,Unity Elementary School,36,93,85,84,74,69,70,0,0,0,0,0,0,0,511,99,95,194,7,3,10,11,11,22,6,5,11,1,0,1,125,131,256,9,8,17,258,253
97,Woodbury,12,6039,0616,Sioux City,Washington Elementary School,0,65,63,65,59,74,56,0,0,0,0,0,0,0,382,16,20,36,6,6,12,2,0,2,0,2,2,0,0,0,160,154,314,9,7,16,193,189
97,Woodbury,12,6039,0634,Sioux City,Whittier Elementary School,0,72,67,55,53,57,45,0,0,0,0,0,0,0,349,39,56,95,5,1,6,2,3,5,8,2,10,2,1,3,121,94,215,9,6,15,186,163
97,Woodbury,12,6039,0801,Sioux City,Angel House Preschool,66,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,5,6,1,0,1,1,4,5,0,0,0,1,0,1,23,29,52,1,0,1,28,38
97,Woodbury,12,6039,0808,Sioux City,Calico Kids Preschool,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,2,5,0,0,0,1,1,2,0,0,0,0,0,0,6,5,11,0,1,1,10,9
97,Woodbury,12,6039,0811,Sioux City,Apple Tree Preschool,69,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,32,27,59,4,2,6,38,31
97,Woodbury,12,6039,0812,Sioux City,Morningside Lutheran Preschool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,0,0,0,7,10
97,Woodbury,12,6039,0819,Sioux City,Storytime Preschool,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,1,1,1,0,1,0,0,0,13,7,20,1,0,1,17,8
97,Woodbury,12,6039,0821,Sioux City,Crittenton Center Preschool,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73,24,12,36,0,6,6,1,2,3,2,2,4,0,0,0,8,5,13,4,7,11,39,34
97,Woodbury,12,6039,0836,Sioux City,Mary Elizabeth Daycare / Preschool,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,9,0,0,0,1,2,3,0,2,2,0,0,0,3,1,4,2,0,2,12,8
97,Woodbury,12,6039,0841,Sioux City,Native American Daycare / Preschool,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,2,7,1,3,4,0,0,0,0,0,0,0,0,0,2,2,4,2,3,5,10,10
97,Woodbury,12,6039,0842,Sioux City,Community Action Agency Preschool,194,0,0,0,0,0,0,0,0,0,0,0,0,0,194,46,44,90,4,3,7,1,1,2,7,8,15,0,0,0,31,36,67,6,7,13,95,99
97,Woodbury,12,6039,0843,Sioux City,Kiddie Crusaders Preschool,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,2,8,0,0,0,0,1,1,0,0,0,0,0,0,19,13,32,1,0,1,26,16
97,Woodbury,12,6039,0844,Sioux City,Building Blocks Preschool,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,4,5,0,0,0,1,0,1,0,1,1,0,0,0,8,8,16,2,1,3,12,14
97,Woodbury,12,6039,0845,Sioux City,Kids Junction Preschool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,9,14,1,0,1,7,10
97,Woodbury,12,6039,0846,Sioux City,BB Preschool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,5,16,0,0,0,11,6
13,Calhoun,05,6091,0109,Southern Cal,SCC High School,57,0,0,0,0,0,0,0,0,0,58,77,62,83,337,7,5,12,0,0,0,0,0,0,1,0,1,0,0,0,169,141,310,8,6,14,185,152
52,Johnson,10,6093,0172,Solon,Solon High School,0,0,0,0,0,0,0,0,0,0,121,113,142,102,478,4,5,9,0,0,0,1,4,5,1,0,1,0,2,2,239,212,451,7,3,10,252,226
52,Johnson,10,6093,0209,Solon,Solon Middle School,0,0,0,0,0,0,96,105,100,88,0,0,0,0,389,2,3,5,0,0,0,0,2,2,0,0,0,1,0,1,198,179,377,4,0,4,205,184
52,Johnson,10,6093,0409,Solon,Lakeview Elementary,33,87,111,86,103,96,0,0,0,0,0,0,0,0,516,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,259,245,504,2,4,6,263,253
52,Johnson,10,6093,0802,Solon,Play & Learn Preschool,12,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,7,6
52,Johnson,10,6093,0803,Solon,All Abourd Daycare LLC,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,7,5
91,Warren,11,6094,0109,Southeast Warren,Southeast Warren Jr-Sr High School,0,0,0,0,0,0,0,0,50,44,32,34,46,36,242,2,1,3,0,0,0,1,1,2,2,3,5,0,0,0,126,105,231,0,1,1,131,111
91,Warren,11,6094,0409,Southeast Warren,Southeast Warren Intermediate,0,0,0,0,0,37,32,39,0,0,0,0,0,0,108,1,2,3,0,0,0,0,0,0,1,2,3,0,0,0,62,40,102,0,0,0,64,44
91,Warren,11,6094,0418,Southeast Warren,Southeast Warren Primary,51,48,28,39,31,0,0,0,0,0,0,0,0,0,197,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,90,95,185,1,1,2,97,100
40,Hamilton,05,6095,0109,South Hamilton,South Hamilton Middle And High School,0,0,0,0,0,0,0,0,53,56,45,63,61,58,336,6,18,24,0,0,0,0,0,0,0,0,0,0,1,1,158,146,304,4,3,7,168,168
40,Hamilton,05,6095,0418,South Hamilton,South Hamilton Elem,34,52,44,40,49,51,45,57,0,0,0,0,0,0,372,14,14,28,0,0,0,0,2,2,0,0,0,0,0,0,176,153,329,9,4,13,199,173
94,Webster,05,6096,0172,Southeast Webster Grand,Southeast Webster-Grand High School,0,0,0,0,0,0,0,0,0,0,40,34,41,33,148,0,2,2,0,0,0,0,0,0,0,5,5,0,0,0,77,64,141,0,0,0,77,71
94,Webster,05,6096,0209,Southeast Webster Grand,Southeast Webster Junior High,0,0,0,0,0,0,0,0,37,39,0,0,0,0,76,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,38,34,72,0,1,1,38,38
94,Webster,05,6096,0409,Southeast Webster Grand,Dayton Center,40,44,42,39,39,0,0,0,0,0,0,0,0,0,204,2,2,4,0,0,0,1,0,1,3,4,7,0,0,0,98,94,192,0,0,0,104,100
94,Webster,05,6096,0427,Southeast Webster Grand,Grand Elementary School,0,0,0,0,0,33,37,48,0,0,0,0,0,0,118,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,54,55,109,1,1,2,58,60
73,Page,13,6097,0172,South Page,South Page Senior High School,0,0,0,0,0,0,0,0,12,11,6,13,15,19,76,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,40,33,73,0,0,0,41,35
73,Page,13,6097,0409,South Page,South Page Elementary School,12,18,12,7,11,11,8,3,0,0,0,0,0,0,82,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38,43,81,0,0,0,39,43
86,Tama,07,6098,0109,South Tama County,South Tama County High School,0,0,0,0,0,0,0,0,0,0,86,114,100,110,410,62,55,117,23,21,44,0,1,1,3,4,7,1,0,1,125,114,239,1,0,1,215,195
86,Tama,07,6098,0209,South Tama County,South Tama County Middle School,0,0,0,0,0,0,0,102,109,100,0,0,0,0,311,46,47,93,21,24,45,3,0,3,1,2,3,0,2,2,82,82,164,1,0,1,154,157
86,Tama,07,6098,0439,South Tama County,South Tama County Elementary School,102,109,108,96,108,110,94,0,0,0,0,0,0,0,727,124,93,217,39,27,66,0,1,1,4,1,5,0,2,2,201,223,424,7,5,12,375,352
71,O'Brien,12,6099,0109,South O'Brien,South O'Brien Secondary School,0,0,0,0,0,0,0,0,47,47,46,51,64,57,312,6,4,10,0,0,0,1,0,1,2,1,3,0,0,0,167,127,294,2,2,4,178,134
71,O'Brien,12,6099,0424,South O'Brien,South O'Brien Elem Sch Primghar Center,26,47,42,44,42,40,42,33,0,0,0,0,0,0,316,13,7,20,0,0,0,1,1,2,1,1,2,0,0,0,151,133,284,5,3,8,171,145
96,Winneshiek,01,6100,0000,South Winneshiek,South Winneshiek Comm School District,0,0,0,0,0,0,1,0,0,0,5,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,1,0,1,7,1
96,Winneshiek,01,6100,0109,South Winneshiek,South Winneshiek High School,0,0,0,0,0,0,0,0,0,0,58,51,67,63,239,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,115,119,234,1,0,1,119,120
96,Winneshiek,01,6100,0209,South Winneshiek,South Winneshiek Middle School,0,0,0,0,0,0,0,30,32,31,0,0,0,0,93,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,37,51,88,1,0,1,40,53
96,Winneshiek,01,6100,0418,South Winneshiek,South Winneshiek Elementary School,43,37,27,33,35,28,30,0,0,0,0,0,0,0,233,3,5,8,1,0,1,0,0,0,0,0,0,0,0,0,118,106,224,0,0,0,122,111
96,Winneshiek,01,6100,0801,South Winneshiek,CFS Preschool,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,8,9
96,Winneshiek,01,6100,0806,South Winneshiek,De Sales Preschool,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,6,8
77,Polk,11,6101,0109,Southeast Polk,Southeast Polk High School,0,0,0,0,0,0,0,0,0,0,545,484,482,408,"1,919",56,75,131,0,2,2,28,17,45,16,18,34,0,0,0,850,812,"1,662",27,18,45,977,942
77,Polk,11,6101,0209,Southeast Polk,Southeast Polk Junior High School,0,0,0,0,0,0,0,0,495,480,1,0,0,0,976,24,29,53,1,1,2,7,10,17,11,16,27,0,2,2,425,418,843,15,17,32,483,493
77,Polk,11,6101,0409,Southeast Polk,Altoona Elementary School,36,49,65,60,51,57,68,0,0,0,0,0,0,0,386,11,13,24,0,0,0,4,5,9,3,2,5,1,2,3,170,155,325,7,13,20,196,190
77,Polk,11,6101,0418,Southeast Polk,Centennial Elementary School,38,73,65,70,73,79,70,0,0,0,0,0,0,0,468,15,6,21,0,0,0,3,2,5,1,3,4,2,0,2,222,201,423,9,4,13,252,216
77,Polk,11,6101,0423,Southeast Polk,Delaware Elementary School,59,75,93,97,80,82,81,0,0,0,0,0,0,0,567,17,22,39,0,0,0,10,12,22,9,5,14,0,1,1,215,250,465,15,11,26,266,301
77,Polk,11,6101,0425,Southeast Polk,Four Mile Elementary School,0,88,72,100,66,93,84,0,0,0,0,0,0,0,503,15,30,45,0,0,0,5,3,8,5,2,7,0,0,0,207,211,418,10,15,25,242,261
77,Polk,11,6101,0427,Southeast Polk,Mitchellville Elementary School,20,29,27,22,22,25,31,0,0,0,0,0,0,0,176,3,1,4,0,0,0,1,0,1,5,0,5,0,0,0,75,85,160,1,5,6,85,91
77,Polk,11,6101,0436,Southeast Polk,Runnells Elementary School,0,42,48,42,34,36,31,0,0,0,0,0,0,0,233,5,7,12,0,0,0,0,3,3,2,2,4,0,0,0,122,87,209,3,2,5,132,101
77,Polk,11,6101,0438,Southeast Polk,Spring Creek - 6th Grade,0,0,0,0,0,0,0,529,0,0,0,0,0,0,529,13,18,31,0,0,0,4,6,10,7,5,12,1,1,2,229,222,451,11,12,23,265,264
77,Polk,11,6101,0445,Southeast Polk,Willowbrook Elementary School,89,96,75,63,63,65,75,0,0,0,0,0,0,0,526,14,15,29,2,0,2,5,6,11,14,7,21,2,4,6,236,194,430,19,8,27,292,234
77,Polk,11,6101,0454,Southeast Polk,Clay Elementary,46,72,88,69,51,69,57,0,0,0,0,0,0,0,452,7,11,18,0,0,0,0,4,4,1,2,3,0,0,0,219,196,415,6,6,12,233,219
21,Clay,05,6102,0109,Spencer,Spencer High School,0,0,0,0,0,0,0,0,0,0,160,143,155,148,606,9,12,21,1,1,2,5,4,9,4,2,6,0,1,1,300,259,559,5,3,8,324,282
21,Clay,05,6102,0209,Spencer,Spencer Middle School,0,0,0,0,0,0,0,129,155,145,0,0,0,0,429,16,16,32,0,2,2,0,3,3,3,1,4,0,0,0,171,212,383,4,1,5,194,235
21,Clay,05,6102,0407,Spencer,Fairview Park Elementary,0,0,0,151,139,0,0,0,0,0,0,0,0,0,290,16,13,29,0,0,0,0,1,1,0,2,2,0,0,0,131,122,253,2,3,5,149,141
21,Clay,05,6102,0421,Spencer,Johnson Elementary,84,191,157,0,0,0,0,0,0,0,0,0,0,0,432,17,27,44,2,0,2,1,0,1,2,1,3,1,0,1,211,164,375,2,4,6,236,196
21,Clay,05,6102,0435,Spencer,Lincoln Elemenetary School,0,0,0,0,0,138,121,0,0,0,0,0,0,0,259,18,12,30,0,1,1,1,1,2,5,0,5,0,0,0,109,111,220,1,0,1,134,125
21,Clay,05,6102,0802,Spencer,YMCA Preschool,30,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,19,30,0,0,0,11,20
21,Clay,05,6102,0804,Spencer,Jefferson Headstart,29,1,0,0,0,0,0,0,0,0,0,0,0,0,30,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26,0,0,0,9,21
21,Clay,05,6102,0806,Spencer,Sacred Heart Preschool,18,3,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,2,0,1,1,0,0,0,0,1,1,0,0,0,9,8,17,0,0,0,11,10
30,Dickinson,05,6120,0109,Spirit Lake,Spirit Lake High School,0,0,0,0,0,0,0,0,0,0,109,100,91,110,410,1,2,3,1,1,2,2,6,8,2,2,4,0,0,0,222,169,391,1,1,2,229,181
30,Dickinson,05,6120,0209,Spirit Lake,Spirit Lake Middle School,0,0,0,0,0,0,83,99,100,109,0,0,0,0,391,10,8,18,0,0,0,1,1,2,1,1,2,0,0,0,187,177,364,4,1,5,203,188
30,Dickinson,05,6120,0409,Spirit Lake,Spirit Lake Elementary School,7,109,76,103,72,66,0,0,0,0,0,0,0,0,433,9,10,19,0,1,1,4,1,5,2,0,2,0,0,0,208,182,390,9,7,16,232,201
30,Dickinson,05,6120,0806,Spirit Lake,Bright Beginnings Preschool,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,0,0,0,11,5
30,Dickinson,05,6120,0807,Spirit Lake,Carousel Preschool,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,3,7
30,Dickinson,05,6120,0808,Spirit Lake,Joyful Journeys,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,10,9
30,Dickinson,05,6120,0811,Spirit Lake,Little Hands Preschool,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,2,5
57,Linn,10,6138,0172,Springville,Springville Secondary School,0,0,0,0,0,0,0,25,29,32,29,27,30,28,200,1,3,4,0,1,1,3,3,6,1,1,2,0,0,0,96,90,186,0,1,1,101,99
57,Linn,10,6138,0409,Springville,Springville Elementary School,31,33,17,22,30,33,17,0,0,0,0,0,0,0,183,1,2,3,0,0,0,3,1,4,1,5,6,0,0,0,82,86,168,1,1,2,88,95
69,Montgomery,13,6165,0109,Stanton,Stanton High School,0,0,0,0,0,0,0,21,12,26,16,16,20,22,133,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,57,73,130,0,0,0,57,76
