Co,County Name,AEA,Dist,Bldg,District Name,Building Name,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Building Total,Hispanic Male,Hispanic Female,Hispanic Total,Native American Male,Native American Female,Native American Total,Asian Male,Asian Female,Asian Total,Black Male,Black Female,Black Total,Pacific Islander Male,Pacific Islander Female,Pacific Islander Total,White Male,White Female,White Total,Multi-Race Male,Multi-Race Female,Multi-Race Total,Total Male,Total Female
18,Cherokee,12,1152,0418,Cherokee,Early Childhood Learning Center,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,2,0,0,0,1,0,1,0,1,1,0,0,0,30,17,47,0,2,2,32,21
18,Cherokee,12,1152,0427,Cherokee,Roosevelt Elementary School,12,92,85,88,75,77,0,0,0,0,0,0,0,0,429,9,12,21,0,0,0,2,0,2,5,3,8,0,0,0,170,208,378,12,8,20,198,231
73,Page,13,1197,0109,Clarinda,Clarinda High School,0,0,0,0,0,0,0,0,0,0,84,86,81,75,326,1,3,4,0,1,1,0,3,3,1,0,1,0,0,0,152,154,306,6,5,11,160,166
73,Page,13,1197,0127,Clarinda,Clarinda Academy,0,0,0,0,0,0,0,0,0,8,13,50,59,44,174,25,8,33,4,3,7,1,1,2,42,16,58,1,0,1,50,14,64,4,5,9,127,47
73,Page,13,1197,0209,Clarinda,Clarinda Middle School,0,0,0,0,0,0,63,69,71,69,0,0,0,0,272,3,5,8,1,0,1,1,5,6,2,1,3,0,0,0,125,124,249,3,2,5,135,137
73,Page,13,1197,0409,Clarinda,Garfield Elementary School,4,84,76,78,65,63,0,0,0,0,0,0,0,0,370,6,7,13,0,0,0,2,2,4,1,1,2,0,0,0,187,150,337,7,7,14,203,167
99,Wright,05,1206,0109,Clarion-Goldfield,Clarion-Goldfield HS,0,0,0,0,0,0,0,0,0,0,59,78,67,72,276,14,22,36,0,0,0,1,2,3,0,2,2,0,0,0,134,101,235,0,0,0,149,127
99,Wright,05,1206,0209,Clarion-Goldfield,Clarion-Goldfield MS,0,0,0,0,0,0,0,71,71,84,0,0,0,0,226,23,21,44,0,0,0,1,2,3,2,1,3,0,0,0,87,89,176,0,0,0,113,113
99,Wright,05,1206,0409,Clarion-Goldfield,Clarion Elementary School,59,76,59,53,57,60,50,0,0,0,0,0,0,0,414,61,53,114,0,0,0,2,0,2,1,1,2,0,0,0,136,156,292,3,1,4,203,211
20,Clarke,13,1211,0109,Clarke,Clarke Community High School,0,0,0,0,0,0,0,0,0,0,103,77,97,95,372,35,31,66,0,4,4,2,0,2,0,1,1,0,0,0,145,151,296,2,1,3,184,188
20,Clarke,13,1211,0209,Clarke,Clarke Middle School School,0,0,0,0,0,0,0,0,100,99,0,0,0,0,199,20,20,40,0,0,0,0,1,1,0,0,0,0,0,0,79,78,157,0,1,1,99,100
20,Clarke,13,1211,0409,Clarke,Clarke Community Elementary School,129,125,121,110,95,114,93,109,0,0,0,0,0,0,896,119,118,237,1,0,1,5,0,5,1,0,1,1,0,1,345,283,628,10,13,23,482,414
12,Butler,07,1215,0172,Clarksville,Clarksville High School,0,0,0,0,0,0,0,21,19,22,28,18,25,28,161,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,76,72,148,6,6,12,82,79
12,Butler,07,1215,0409,Clarksville,Clarksville Elementary School,32,26,29,15,23,21,25,0,0,0,0,0,0,0,171,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,87,81,168,0,1,1,88,83
21,Clay,05,1218,0172,Clay Central-Everly,Clay Central-Everly JR. SR. High School,0,0,0,0,0,0,0,0,28,26,21,26,25,19,145,1,1,2,0,0,0,3,1,4,0,1,1,0,0,0,66,72,138,0,0,0,70,75
21,Clay,05,1218,0409,Clay Central-Everly,Clay Central-Everly Elementary At Royal,29,18,20,20,29,24,17,29,0,0,0,0,0,0,186,3,5,8,1,1,2,1,0,1,0,2,2,2,0,2,87,84,171,0,0,0,94,92
52,Johnson,10,1221,0109,Clear Creek Amana,Clear Creek Amana High School,0,0,0,0,0,0,0,0,0,0,138,148,122,136,544,12,14,26,0,0,0,3,2,5,12,15,27,1,1,2,220,245,465,8,11,19,256,288
48,Iowa,10,1221,0405,Clear Creek Amana,Clear Creek Amana Middle School,0,0,0,0,0,0,0,135,117,136,0,0,0,0,388,12,9,21,0,1,1,3,1,4,7,11,18,0,0,0,172,160,332,5,7,12,199,189
48,Iowa,10,1221,0409,Clear Creek Amana,Amana Elementary School,19,25,23,23,19,22,18,0,0,0,0,0,0,0,149,1,2,3,0,0,0,0,0,0,2,0,2,0,0,0,74,65,139,2,3,5,79,70
52,Johnson,10,1221,0418,Clear Creek Amana,Clear Creek Elementary School,34,82,73,59,64,65,60,0,0,0,0,0,0,0,437,9,6,15,0,0,0,2,0,2,3,2,5,0,0,0,214,174,388,13,14,27,241,196
52,Johnson,10,1221,0427,Clear Creek Amana,North Bend Elementary,0,75,74,74,72,64,42,0,0,0,0,0,0,0,401,12,4,16,2,0,2,7,11,18,7,9,16,0,0,0,175,153,328,7,14,21,210,191
87,Taylor,13,1224,0409,Clearfield,Clearfield Elementary School,3,3,2,5,4,0,2,3,0,0,0,0,0,0,22,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,0,0,0,12,10
17,Cerro Gordo,07,1233,0109,Clear Lake,Clear Lake High School,0,0,0,0,0,0,0,0,0,0,106,113,110,125,454,17,8,25,0,1,1,10,7,17,3,4,7,0,0,0,203,183,386,9,9,18,242,212
17,Cerro Gordo,07,1233,0209,Clear Lake,Clear Lake Middle School School,0,0,0,0,0,0,0,91,111,82,0,0,0,0,284,8,8,16,0,0,0,3,1,4,0,1,1,0,0,0,146,105,251,9,3,12,166,118
17,Cerro Gordo,07,1233,0409,Clear Lake,Clear Creek Elementary School,110,106,84,91,92,93,92,0,0,0,0,0,0,0,668,18,16,34,0,0,0,6,4,10,5,4,9,0,0,0,304,280,584,14,17,31,347,321
17,Cerro Gordo,07,1233,0811,Clear Lake,Lake Town Charlie Brown Preschool,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,10,6
23,Clinton,09,1278,0109,Clinton,Clinton High School,0,0,0,0,0,0,0,0,0,0,296,285,268,257,"1,106",29,25,54,4,2,6,10,5,15,42,39,81,1,0,1,459,432,891,30,28,58,575,531
23,Clinton,09,1278,0209,Clinton,Lyons Middle School,0,0,0,0,0,0,0,130,129,136,0,0,0,0,395,7,8,15,1,0,1,1,1,2,15,12,27,0,0,0,158,181,339,3,8,11,185,210
23,Clinton,09,1278,0218,Clinton,Washington Middle School,0,0,0,0,0,0,0,146,132,164,0,0,0,0,442,25,27,52,0,0,0,1,0,1,24,16,40,0,0,0,168,157,325,9,15,24,227,215
23,Clinton,09,1278,0227,Clinton,Bluff Elementary School,21,81,64,73,65,64,65,0,0,0,0,0,0,0,433,25,21,46,0,0,0,0,0,0,18,15,33,0,0,0,178,152,330,13,11,24,234,199
23,Clinton,09,1278,0472,Clinton,Jefferson Elementary School,23,74,60,61,62,79,51,0,0,0,0,0,0,0,410,34,33,67,1,0,1,2,0,2,14,17,31,0,1,1,155,119,274,17,17,34,223,187
23,Clinton,09,1278,0480,Clinton,Eagle Heights Elementary School,0,88,88,83,83,82,101,0,0,0,0,0,0,0,525,10,18,28,0,1,1,1,1,2,21,14,35,0,0,0,234,204,438,12,9,21,278,247
23,Clinton,09,1278,0516,Clinton,Whittier Elementary School,0,63,75,56,36,57,58,0,0,0,0,0,0,0,345,4,12,16,0,0,0,2,0,2,13,10,23,0,0,0,136,140,276,12,16,28,167,178
23,Clinton,09,1278,0811,Clinton,Prince of Peace Presch and Childcare,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,1,2,0,0,0,1,0,1,2,0,2,0,0,0,17,18,35,1,1,2,22,20
23,Clinton,09,1278,0816,Clinton,St. John Lutheran Preschool,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,1,1,8,4
23,Clinton,09,1278,0821,Clinton,Stay N Play Preschool Childcare Center,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,2,2,4,0,0,0,15,6,21,0,0,0,20,8
23,Clinton,09,1278,0826,Clinton,Wee School for Little People,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,1,0,0,0,0,0,0,2,1,3,0,0,0,13,12,25,2,0,2,18,13
23,Clinton,09,1278,0831,Clinton,YWCA Children Center,48,1,0,0,0,0,0,0,0,0,0,0,0,0,49,2,1,3,0,0,0,1,1,2,4,2,6,0,0,0,15,17,32,2,4,6,24,25
23,Clinton,09,1278,0836,Clinton,Zion Child Care Preschool,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,2,5,0,0,0,0,0,0,2,0,2,0,0,0,27,33,60,1,4,5,33,39
50,Jasper,11,1332,0109,Colfax-Mingo,Colfax-Mingo High School,0,0,0,0,0,0,0,0,0,0,48,56,59,54,217,3,7,10,0,0,0,1,1,2,1,0,1,0,1,1,100,98,198,2,3,5,107,110
50,Jasper,11,1332,0409,Colfax-Mingo,Colfax-Mingo Elementary School,30,51,51,45,53,50,66,55,0,0,0,0,0,0,401,9,2,11,1,0,1,0,1,1,4,0,4,0,0,0,190,189,379,2,3,5,206,195
50,Jasper,11,1332,0418,Colfax-Mingo,Colfax-Mingo Middle School,0,0,0,0,0,0,0,0,47,41,0,0,0,0,88,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,46,86,0,0,0,42,46
50,Jasper,11,1332,0802,Colfax-Mingo,Colfax Comm Preschool,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,0,0,0,14,14
57,Linn,10,1337,0109,College,Prairie High School,0,0,0,0,0,0,0,0,0,0,0,349,328,331,"1,008",17,28,45,2,0,2,9,9,18,22,18,40,0,0,0,456,414,870,17,16,33,523,485
57,Linn,10,1337,0227,College,Prairie Point,0,0,0,0,0,0,0,0,391,373,321,0,0,0,"1,085",15,17,32,3,3,6,19,10,29,35,24,59,1,0,1,463,471,934,12,12,24,548,537
57,Linn,10,1337,0409,College,Prairie Creek,0,0,0,0,0,0,382,367,0,0,0,0,0,0,749,15,13,28,1,0,1,6,8,14,16,12,28,1,0,1,309,341,650,16,11,27,364,385
57,Linn,10,1337,0418,College,Prairie Crest Elementary School,43,112,95,101,94,76,0,0,0,0,0,0,0,0,521,3,9,12,1,1,2,0,4,4,13,15,28,0,1,1,226,210,436,18,20,38,261,260
57,Linn,10,1337,0427,College,Prairie Heights Elementary School,45,100,120,103,96,102,0,0,0,0,0,0,0,0,566,17,21,38,0,3,3,13,9,22,10,6,16,2,1,3,237,219,456,13,15,28,292,274
57,Linn,10,1337,0431,College,Prairie View Elementary School,55,83,98,100,92,106,0,0,0,0,0,0,0,0,534,16,13,29,0,1,1,8,8,16,15,5,20,1,1,2,213,210,423,23,20,43,276,258
57,Linn,10,1337,0436,College,Prairie Ridge Elementary,43,105,99,102,96,104,0,0,0,0,0,0,0,0,549,14,16,30,0,0,0,0,4,4,14,16,30,0,0,0,234,222,456,16,13,29,278,271
57,Linn,10,1337,0801,College,All God's Children Preschool,38,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,0,0,0,19,19
57,Linn,10,1337,0805,College,Kids INC,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,15,10,25,1,0,1,19,10
57,Linn,10,1337,0951,College,Prairie Edge,0,0,0,2,4,3,1,1,8,6,2,2,6,3,38,5,0,5,0,0,0,0,0,0,10,1,11,0,0,0,18,4,22,0,0,0,33,5
85,Story,11,1350,0109,Collins-Maxwell,Collins-Maxwell Middle/High School,0,0,0,0,0,0,0,40,39,36,29,40,30,33,247,1,1,2,1,1,2,0,0,0,0,1,1,0,0,0,118,124,242,0,0,0,120,127
85,Story,11,1350,0409,Collins-Maxwell,Collins-Maxwell Elementary School,25,30,42,28,34,26,37,0,0,0,0,0,0,0,222,3,3,6,1,0,1,0,0,0,1,1,2,0,0,0,115,95,210,0,3,3,120,102
85,Story,11,1359,0172,Colo-NESCO School,Colo-NESCO  Jr./Sr. High Learning Center,0,0,0,0,0,0,0,0,30,40,29,35,33,36,203,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1,103,92,195,1,3,4,106,97
85,Story,11,1359,0409,Colo-NESCO School,Colo-NESCO South Early Learning Center,13,22,16,19,0,0,0,0,0,0,0,0,0,0,70,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,34,34,68,0,0,0,36,34
85,Story,11,1359,0418,Colo-NESCO School,Colo-NESCO North Early Learning Center,13,18,13,9,0,0,0,0,0,0,0,0,0,0,53,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,23,26,49,1,0,1,26,27
85,Story,11,1359,0427,Colo-NESCO School,Colo-Nesco Elementary Learning Center,0,0,0,0,40,32,32,30,0,0,0,0,0,0,134,3,0,3,0,0,0,0,1,1,1,1,2,1,0,1,61,66,127,0,0,0,66,68
58,Louisa,09,1368,0109,Columbus,Columbus Community High School,0,0,0,0,0,0,0,0,0,0,66,66,70,60,262,77,82,159,1,0,1,3,5,8,0,1,1,0,0,0,42,45,87,2,4,6,125,137
58,Louisa,09,1368,0209,Columbus,Columbus Community Junior High School,0,0,0,0,0,0,0,0,58,49,0,0,0,0,107,34,36,70,0,0,0,1,2,3,0,0,0,0,0,0,19,14,33,0,1,1,54,53
58,Louisa,09,1368,0409,Columbus,Roundy Elementary School,57,69,59,46,58,56,60,54,0,0,0,0,0,0,459,157,141,298,1,0,1,14,12,26,2,0,2,0,0,0,71,59,130,1,1,2,246,213
14,Carroll,11,1413,0172,Coon Rapids-Bayard,Coon Rapids-Bayard 4-12 Attendance Center,0,0,0,0,0,23,28,24,33,35,29,36,28,24,260,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,138,96,234,2,2,4,152,108
14,Carroll,11,1413,0409,Coon Rapids-Bayard,CR-B Elementary School,33,28,24,20,37,0,0,0,0,0,0,0,0,0,142,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,57,72,129,1,0,1,64,78
02,Adams,13,1431,0109,Corning,Corning High School,0,0,0,0,0,0,0,0,0,0,36,37,34,39,146,7,0,7,0,0,0,0,1,1,0,0,0,0,0,0,63,72,135,2,1,3,72,74
02,Adams,13,1431,0209,Corning,Corning Junior High School,0,0,0,0,0,0,0,0,39,35,0,0,0,0,74,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,47,26,73,0,0,0,48,26
02,Adams,13,1431,0409,Corning,Corning Elementary School,27,58,33,24,34,28,26,23,0,0,0,0,0,0,253,3,3,6,0,0,0,2,2,4,0,0,0,0,0,0,117,126,243,0,0,0,122,131
41,Hancock,07,1449,0109,Corwith-Wesley,Corwith-Wesley High School,0,0,0,0,0,0,0,0,12,10,16,17,14,22,91,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,39,90,0,0,0,52,39
78,Pottawattamie,13,1476,0000,Council Bluffs,Council Bluffs Comm School District,0,0,1,20,0,0,0,0,0,0,0,0,0,0,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,9,12
78,Pottawattamie,13,1476,0109,Council Bluffs,Thomas Jefferson High School,0,0,0,0,0,0,0,0,0,0,311,360,302,261,"1,234",95,86,181,6,6,12,1,2,3,35,37,72,3,0,3,473,460,933,17,13,30,630,604
78,Pottawattamie,13,1476,0118,Council Bluffs,Abraham Lincoln High School,0,0,0,0,0,0,0,0,0,0,319,386,291,325,"1,321",72,59,131,8,6,14,6,8,14,17,12,29,1,0,1,581,530,"1,111",7,14,21,692,629
78,Pottawattamie,13,1476,0212,Council Bluffs,Gerald W Kirn Middle School,0,0,0,0,0,0,0,296,294,312,0,0,0,0,902,48,44,92,3,5,8,4,6,10,9,12,21,2,1,3,375,369,744,11,13,24,452,450
78,Pottawattamie,13,1476,0245,Council Bluffs,Woodrow Wilson Middle School,0,0,0,0,0,0,0,302,313,305,0,0,0,0,920,90,82,172,1,3,4,1,1,2,24,24,48,3,2,5,355,298,653,20,16,36,494,426
78,Pottawattamie,13,1476,0418,Council Bluffs,Bloomer Elementary School,58,88,89,83,75,56,70,0,0,0,0,0,0,0,519,49,44,93,3,1,4,2,4,6,18,8,26,0,0,0,189,179,368,12,10,22,273,246
78,Pottawattamie,13,1476,0422,Council Bluffs,Carter Lake Elementary School,51,66,48,59,45,50,54,0,0,0,0,0,0,0,373,35,45,80,1,2,3,0,2,2,8,8,16,0,0,0,132,130,262,4,6,10,180,193
78,Pottawattamie,13,1476,0425,Council Bluffs,Crescent Elementary School,14,8,17,17,28,16,11,0,0,0,0,0,0,0,111,7,3,10,0,0,0,0,2,2,0,0,0,0,0,0,48,48,96,1,2,3,56,55
78,Pottawattamie,13,1476,0427,Council Bluffs,College View Elementary,85,79,79,62,52,67,64,0,0,0,0,0,0,0,488,18,11,29,0,0,0,1,1,2,8,3,11,0,1,1,230,205,435,7,3,10,264,224
78,Pottawattamie,13,1476,0445,Council Bluffs,Edison Elementary School,0,61,61,66,49,65,63,0,0,0,0,0,0,0,365,47,41,88,4,3,7,2,2,4,2,2,4,0,2,2,137,113,250,2,8,10,194,171
78,Pottawattamie,13,1476,0454,Council Bluffs,Franklin Elementary School,52,63,75,60,59,58,66,0,0,0,0,0,0,0,433,29,29,58,3,1,4,1,0,1,7,5,12,0,0,0,187,165,352,4,2,6,231,202
78,Pottawattamie,13,1476,0481,Council Bluffs,Hoover Elementary School,46,73,69,68,69,88,86,0,0,0,0,0,0,0,499,26,30,56,1,2,3,1,2,3,8,5,13,1,0,1,203,202,405,11,7,18,251,248
78,Pottawattamie,13,1476,0490,Council Bluffs,Lewis & Clark Elementary School,0,26,37,35,35,57,39,0,0,0,0,0,0,0,229,5,3,8,0,0,0,0,0,0,4,3,7,0,0,0,112,96,208,2,4,6,123,106
78,Pottawattamie,13,1476,0499,Council Bluffs,Longfellow Elementary School,71,78,79,76,68,66,82,0,0,0,0,0,0,0,520,59,54,113,0,1,1,6,2,8,8,6,14,0,0,0,199,177,376,4,4,8,276,244
78,Pottawattamie,13,1476,0544,Council Bluffs,Roosevelt Elementary School,48,53,48,52,59,55,43,0,0,0,0,0,0,0,358,26,24,50,1,0,1,5,1,6,4,10,14,0,0,0,143,130,273,7,7,14,186,172
78,Pottawattamie,13,1476,0553,Council Bluffs,Rue Elementary School,52,53,64,48,53,52,57,0,0,0,0,0,0,0,379,43,44,87,1,1,2,5,1,6,3,6,9,0,0,0,146,116,262,7,6,13,205,174
78,Pottawattamie,13,1476,0571,Council Bluffs,Walnut Grove Elementary School,55,64,48,36,50,45,41,0,0,0,0,0,0,0,339,19,24,43,0,0,0,0,0,0,21,17,38,1,2,3,125,118,243,6,6,12,172,167
88,Union,13,1503,0109,Creston,Creston High School,0,0,0,0,0,0,0,0,0,0,122,128,119,109,478,3,15,18,2,2,4,1,2,3,2,3,5,0,0,0,222,220,442,3,3,6,233,245
88,Union,13,1503,0118,Creston,High Lakes Cntry Academy High School,0,0,0,0,0,0,0,0,0,0,0,1,2,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,1,0,1,7,9
88,Union,13,1503,0218,Creston,Creston Middle School,0,0,0,0,0,0,0,94,111,90,0,0,0,0,295,4,6,10,1,0,1,0,3,3,4,3,7,1,0,1,134,128,262,3,8,11,147,148
88,Union,13,1503,0409,Creston,Creston Elementary School,0,1,112,120,89,107,95,0,0,0,0,0,0,0,524,14,12,26,0,1,1,1,2,3,7,8,15,0,0,0,261,205,466,7,6,13,290,234
88,Union,13,1503,0418,Creston,Creston Early Childhood Center,7,128,0,0,0,0,0,0,0,0,0,0,0,0,135,2,3,5,0,0,0,1,1,2,1,0,1,0,0,0,72,51,123,1,3,4,77,58
88,Union,13,1503,0801,Creston,Creative Beginnings LLC,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32,0,0,0,21,11
88,Union,13,1503,0806,Creston,Creston Head Start,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,2,4,0,0,0,1,0,1,0,0,0,0,0,0,15,10,25,1,0,1,19,12
88,Union,13,1503,0811,Creston,Discovery Kids Preschool,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,1,0,1,15,13
88,Union,13,1503,0816,Creston,O-M Preschool,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,1,0,1,6,8
88,Union,13,1503,0821,Creston,Positive Approach Preschool,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,2,3
88,Union,13,1503,0826,Creston,St. Malachy Preschool,12,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,1,4,8,5
88,Union,13,1503,0831,Creston,Trinity Preschool,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,9,11
25,Dallas,11,1576,0109,Dallas Center-Grimes,Dallas Center-Grimes High School,0,0,0,0,0,0,0,0,0,0,0,168,171,145,484,4,9,13,1,0,1,3,4,7,6,4,10,0,0,0,226,226,452,1,0,1,241,243
25,Dallas,11,1576,0209,Dallas Center-Grimes,Dallas Center-Grimes Middle School,0,0,0,0,0,0,0,163,184,0,0,0,0,0,347,3,5,8,0,1,1,3,1,4,4,0,4,0,0,0,150,177,327,0,3,3,160,187
25,Dallas,11,1576,0218,Dallas Center-Grimes,DC-G Meadows,0,0,0,0,0,0,0,0,0,196,169,0,0,0,365,3,4,7,1,2,3,1,1,2,3,1,4,0,0,0,191,151,342,6,1,7,205,160
25,Dallas,11,1576,0418,Dallas Center-Grimes,North Ridge Elementary,65,0,0,0,145,150,0,0,0,0,0,0,0,0,360,6,8,14,0,0,0,2,2,4,2,4,6,0,0,0,172,159,331,1,4,5,183,177
77,Polk,11,1576,0427,Dallas Center-Grimes,South Prairie Elementary,51,204,154,143,0,0,0,0,0,0,0,0,0,0,552,9,3,12,0,0,0,2,5,7,5,0,5,0,0,0,271,245,516,4,8,12,291,261
25,Dallas,11,1576,0436,Dallas Center-Grimes,Dallas Center Elementary,0,42,37,43,37,45,163,0,0,0,0,0,0,0,367,4,8,12,2,0,2,3,1,4,2,1,3,0,0,0,193,153,346,0,0,0,204,163
77,Polk,11,1576,0806,Dallas Center-Grimes,Brighter Beginnings Preschool,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,14,16,30,2,0,2,16,19
25,Dallas,11,1576,0811,Dallas Center-Grimes,Kids Korner Preschool,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,1,0,1,14,13
29,Des Moines,15,1602,0172,Danville,Danville Junior-Senior High School,0,0,0,0,0,0,0,0,35,50,48,50,41,56,280,4,5,9,0,0,0,1,1,2,0,1,1,0,0,0,134,127,261,5,2,7,144,136
29,Des Moines,15,1602,0409,Danville,Danville Elementary School,51,49,53,36,44,47,49,54,0,0,0,0,0,0,383,6,1,7,3,0,3,0,1,1,1,0,1,0,0,0,181,172,353,7,11,18,198,185
82,Scott,09,1611,0000,Davenport,Davenport Comm School District,0,0,0,0,2,2,5,4,9,11,21,37,27,11,129,9,2,11,1,0,1,0,0,0,38,17,55,0,0,0,44,8,52,7,3,10,99,30
82,Scott,09,1611,0109,Davenport,Central High School,0,0,0,0,0,0,0,0,0,0,373,384,388,290,"1,435",102,72,174,2,1,3,4,14,18,165,177,342,1,0,1,423,374,797,53,47,100,750,685
82,Scott,09,1611,0116,Davenport,North High School,0,0,0,0,0,0,0,0,0,0,227,223,258,198,906,42,43,85,1,5,6,8,11,19,103,109,212,0,0,0,278,245,523,30,31,61,462,444
82,Scott,09,1611,0118,Davenport,West High School,0,0,0,0,0,0,0,0,0,0,498,508,506,374,"1,886",136,142,278,3,6,9,37,27,64,122,93,215,1,0,1,634,616,"1,250",30,39,69,963,923
82,Scott,09,1611,0127,Davenport,Kimberly Center East,0,0,0,0,0,0,0,0,0,0,45,55,49,65,214,16,18,34,1,0,1,0,0,0,26,25,51,0,1,1,59,58,117,7,3,10,109,105
82,Scott,09,1611,0205,Davenport,Wood Intermediate,0,0,0,0,0,0,0,233,242,239,0,0,0,0,714,47,28,75,0,1,1,4,9,13,81,75,156,1,1,2,212,188,400,31,36,67,376,338
82,Scott,09,1611,0209,Davenport,Frank L Smart Intermediate,0,0,0,0,0,0,0,166,172,180,0,0,0,0,518,53,43,96,2,0,2,6,3,9,40,38,78,0,0,0,147,147,294,23,16,39,271,247
82,Scott,09,1611,0218,Davenport,Sudlow Intermediate,0,0,0,0,0,0,0,213,240,227,0,0,0,0,680,55,37,92,1,0,1,4,7,11,69,66,135,0,1,1,219,170,389,26,25,51,374,306
82,Scott,09,1611,0223,Davenport,Walcott Intermediate,0,0,0,0,0,0,0,139,129,123,0,0,0,0,391,12,14,26,2,0,2,1,2,3,3,3,6,0,0,0,183,161,344,7,3,10,208,183
82,Scott,09,1611,0227,Davenport,Williams Intermediate,0,0,0,0,0,0,0,266,249,241,0,0,0,0,756,76,65,141,1,1,2,17,15,32,78,65,143,0,1,1,213,184,397,18,22,40,403,353
82,Scott,09,1611,0236,Davenport,JB Young Intermediate,0,0,0,0,0,0,0,105,98,102,0,0,0,0,305,19,17,36,0,0,0,0,1,1,52,63,115,0,0,0,65,54,119,23,11,34,159,146
82,Scott,09,1611,0409,Davenport,Adams Elementary School,0,95,91,79,99,88,102,0,0,0,0,0,0,0,554,33,52,85,0,0,0,4,4,8,32,21,53,1,0,1,195,170,365,19,23,42,284,270
82,Scott,09,1611,0412,Davenport,Blue Grass Elementary School,0,63,58,52,58,52,74,0,0,0,0,0,0,0,357,5,18,23,0,0,0,1,0,1,1,3,4,1,0,1,170,144,314,7,7,14,185,172
82,Scott,09,1611,0414,Davenport,Buchanan Elementary School,0,68,67,60,58,52,54,0,0,0,0,0,0,0,359,39,31,70,0,1,1,6,8,14,63,58,121,0,0,0,61,67,128,10,15,25,179,180
82,Scott,09,1611,0415,Davenport,Buffalo Elementary School,12,30,46,35,39,41,38,0,0,0,0,0,0,0,241,8,14,22,0,1,1,0,0,0,1,3,4,0,0,0,106,95,201,8,5,13,123,118
82,Scott,09,1611,0417,Davenport,Eisenhower Elementary School,3,91,73,71,73,82,69,0,0,0,0,0,0,0,462,25,18,43,1,0,1,5,4,9,31,33,64,0,0,0,156,153,309,14,22,36,232,230
82,Scott,09,1611,0418,Davenport,Fillmore Elementary School,0,89,79,71,56,57,50,0,0,0,0,0,0,0,402,22,15,37,1,0,1,1,0,1,66,48,114,0,0,0,105,98,203,23,23,46,218,184
82,Scott,09,1611,0427,Davenport,Garfield Elementary School,0,71,82,89,90,87,78,0,0,0,0,0,0,0,497,18,29,47,1,0,1,3,1,4,48,50,98,0,0,0,140,144,284,25,38,63,235,262
82,Scott,09,1611,0454,Davenport,Harrison Elementary School,0,94,92,84,114,99,111,0,0,0,0,0,0,0,594,20,31,51,1,0,1,6,5,11,49,50,99,0,0,0,200,177,377,30,25,55,306,288
